 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,filename
0.73,0.49,0.67,0.83,0.51,0.63,0.37,0.23,0.51,0.4,0.83,0.82,0.63,0.49,0.34,0.24,0.4,DST_097_M_NUT.csv
0.93,0.99,0.31,0.99,0.46,0.22,0.34,0.46,0.56,0.43,0.46,0.68,0.79,0.28,0.83,0.46,0.2,DST_036_F_FER.csv
0.79,0.96,0.45,0.99,0.22,0.62,0.3,0.21,0.4,0.24,0.43,0.59,0.21,0.44,0.82,0.82,0.39,DST_131_F_SUR.csv
0.6,0.47,0.81,0.54,0.41,0.52,0.52,0.23,0.31,0.4,0.88,0.94,0.68,0.67,0.32,0.34,0.41,DST_123_F_SAD.csv
0.58,0.36,0.82,0.52,0.75,0.91,0.71,0.66,0.42,0.65,0.63,0.8,0.86,0.67,0.68,0.49,0.48,DST_099_M_SAD.csv
0.58,0.3,0.79,0.25,0.9,0.99,0.94,0.91,0.6,0.58,0.43,0.96,0.34,0.72,0.22,0.07,0.4,DST_029_F_DIS.csv
0.36,0.74,0.27,0.66,0.89,0.45,0.38,0.84,0.98,0.95,0.29,0.91,0.59,0.78,0.66,0.61,0.38,DST_048_M_HPY.csv
0.61,0.7,0.42,0.53,0.3,0.22,0.34,0.36,0.49,0.57,0.41,0.51,0.32,0.47,0.4,0.53,0.59,DST_157_F_NUT.csv
0.74,0.53,0.64,0.7,0.42,0.48,0.34,0.59,0.47,0.86,0.44,0.86,0.66,0.72,0.35,0.69,0.49,DST_162_F_ANG.csv
0.46,0.39,0.56,0.53,0.89,0.93,0.56,0.82,0.94,0.85,0.58,0.53,0.79,0.56,0.51,0.35,0.47,DST_096_M_HPY.csv
0.63,0.61,0.34,0.58,0.95,0.86,0.65,0.88,0.97,0.87,0.51,0.68,0.62,0.58,0.86,0.59,0.38,DST_116_M_HPY.csv
0.67,0.32,0.91,0.72,0.81,0.85,0.39,0.6,0.57,0.94,0.82,0.93,0.96,0.79,0.2,0.67,0.17,DST_051_M_ANG.csv
0.41,0.44,0.59,0.67,0.63,0.55,0.66,0.44,0.62,0.83,0.63,0.84,0.51,0.8,0.29,0.63,0.26,DST_161_F_ANG.csv
0.9,0.99,0.29,0.98,0.33,0.63,0.51,0.35,0.49,0.09,0.34,0.56,0.3,0.34,0.94,0.48,0.37,DST_089_M_SUR.csv
0.94,0.98,0.57,0.99,0.35,0.72,0.56,0.5,0.48,0.23,0.66,0.57,0.29,0.49,0.74,0.86,0.31,DST_096_M_SUR.csv
0.42,0.79,0.64,0.93,0.65,0.39,0.52,0.58,0.62,0.5,0.41,0.93,0.51,0.8,0.41,0.68,0.19,DST_048_M_ANG.csv
0.61,0.35,0.59,0.72,0.58,0.76,0.45,0.28,0.46,0.78,0.55,0.82,0.79,0.69,0.18,0.58,0.29,DST_136_F_ANG.csv
0.93,0.99,0.52,1.0,0.39,0.05,0.22,0.29,0.52,0.14,0.67,0.36,0.38,0.24,0.92,0.96,0.28,DST_018_M_SUR.csv
0.74,0.95,0.43,0.99,0.19,0.65,0.53,0.22,0.22,0.05,0.31,0.49,0.21,0.46,0.57,0.77,0.21,DST_029_F_SUR.csv
0.97,0.99,0.46,0.99,0.42,0.36,0.55,0.57,0.65,0.22,0.69,0.84,0.28,0.46,0.87,0.76,0.28,DST_116_M_SUR.csv
0.75,0.3,0.86,0.47,0.45,0.83,0.39,0.44,0.49,0.33,0.8,0.93,0.54,0.6,0.51,0.7,0.49,DST_185_F_SAD.csv
0.52,0.4,0.72,0.22,0.89,0.94,0.96,0.69,0.58,0.34,0.43,0.9,0.57,0.71,0.35,0.14,0.73,DST_024_F_DIS.csv
0.94,0.98,0.46,0.99,0.29,0.39,0.43,0.25,0.42,0.14,0.55,0.79,0.27,0.57,0.51,0.86,0.29,DST_084_M_SUR.csv
0.65,0.5,0.68,0.94,0.46,0.7,0.64,0.36,0.36,0.53,0.72,0.93,0.62,0.78,0.11,0.27,0.14,DST_145_F_ANG.csv
0.7,0.63,0.76,0.89,0.53,0.55,0.44,0.49,0.48,0.6,0.61,0.93,0.68,0.69,0.15,0.44,0.18,DST_040_F_ANG.csv
0.55,0.6,0.61,0.56,0.77,0.98,0.92,0.54,0.41,0.2,0.43,0.82,0.17,0.71,0.34,0.39,0.68,DST_185_F_DIS.csv
0.61,0.36,0.37,0.83,0.77,0.8,0.24,0.67,0.89,0.89,0.52,0.49,0.82,0.71,0.58,0.19,0.27,DST_170_F_HPY.csv
0.7,0.43,0.35,0.54,0.8,0.63,0.49,0.75,0.94,0.92,0.4,0.59,0.73,0.51,0.6,0.24,0.51,DST_004_F_HPY.csv
